ComplexID	ComplexName	Organism	Synonyms	Cell line	subunits(UniProt IDs)	subunits(Entrez IDs)	Protein complex purification method	GO ID	GO description	FunCat ID	FunCat description	subunits(Gene name)	Subunits comment	PubMed ID	Complex comment	Disease comment	SWISSPROT organism	subunits(Gene name syn)	subunits(Protein name)
425	MSH4-MSH5-GPS2 complex	Human	None	None	O15457;O43196;Q13227	4438;4439;2874	MI:0437- protein tri hybrid; MI:0007- anti tag coimmunoprecipitation; MI:0096- pull down	GO:0006281;GO:0007131;GO:0006974	DNA repair;reciprocal meiotic recombination;cellular response to DNA damage stimulus	10.01.05.01;10.01.05.03.01;32.01.09	DNA repair;meiotic recombination;DNA damage response	MSH4;MSH5;GPS2	None	16122992	The association with GPS2 is mediated through the interface of hMSH4-hMSH5 complex and the N-terminal region of GPS2.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;None;None	MutS protein homolog 4;MutS protein homolog 5;G protein pathway suppressor 2
426	Meprin A	Human	PABA peptide hydrolase	None	Q16819;Q16820	4224;4225	MI:0019- coimmunoprecipitation	GO:0044257;GO:0005515;GO:0005886	cellular protein catabolic process;protein binding;plasma membrane	14.13.01;16.01;70.02	cytoplasmic and nuclear protein degradation;protein binding;eukaryotic plasma membrane / membrane attached	MEP1A;MEP1B	None	8262185	None	None	Homo sapiens (Human);Homo sapiens (Human)	;	Meprin A subunit alpha ;Meprin A subunit beta
428	Molybdopterin synthase	Human	None	None	O96007;O96033	4338;4338	MI:0071- molecular sieving	GO:0051191;GO:0009110;GO:0051188;GO:0005515	prosthetic group biosynthetic process;vitamin biosynthetic process;cofactor biosynthetic process;protein binding	01.07.01;16.01	biosynthesis of vitamins, cofactors, and prosthetic groups;protein binding	MOCS2;MOCS2	None	12732628	Molybdenum cofactor (Moco)1 biosynthesis is an ancient, ubiquitous, and highly conserved pathway leading to the biochemical activation of molybdenum. Moco is essential for the activity of sulfite oxidase, xanthine dehydrogenase, and aldehyde oxidase in humans. MOCS2A and MOCS2B are encoded on a single bicistronic mRNA.	Human Moco deficiency leads to the pleiotropic loss of all three of these molybdoenzymes and usually progresses to death at an early age.	Homo sapiens (Human);Homo sapiens (Human)	MCBPE MOCO1;MOCO1	Molybdopterin synthase catalytic subunit ;Molybdopterin synthase sulfur carrier subunit
429	Phosphatidylinositol 3-kinase complex (PIK3C3, PIK3R4)	Human	Ptdlns 3-kinase-pl150 complex	U937 cells, Jurkat 6 cells, HL60 cells	Q8NEB9;Q99570	5289;30849	MI:0019-coimmunoprecipitation	GO:0006605;GO:0005515;GO:0007167;GO:0005886;GO:0046854;GO:0090160	protein targeting;protein binding;enzyme linked receptor protein signaling pathway;plasma membrane;phosphatidylinositol phosphorylation;Golgi to lysosome transport	14.04;16.01;30.05.01;70.02	protein targeting, sorting and translocation;protein binding;receptor enzyme mediated signalling;eukaryotic plasma membrane / membrane attached	PIK3C3;PIK3R4	None	7628435	The homologous Vps34p-Vps15p complex in yeast mediates protein trafficking. Both human Ptdlns 3-kinase (VPS34) and  yeast Vps34p have identical restricted specificities, using only Ptdlns and not PtdIns4P or PtdIns(4,5P)2 as substrate.	None	Homo sapiens (Human);Homo sapiens (Human)	VPS34;VPS15	Phosphatidylinositol 3-kinase catalytic subunit type 3;Phosphoinositide 3-kinase regulatory subunit 4
430	18S U11/U12 snRNP	Human	None	None	O43143;O75533;P14678;P62304;P62306;P62308;P62314;P62316;P62318;P67809;Q13435;Q15393;Q15427;Q15696;Q16560;Q6IEG0;Q6P2Q9;Q8N8D1;Q8TBF4;Q96LT9;Q9BV90;Q9BWJ5;Q9UDW3;Q9Y3B4	1665;23451;6628;6635;6636;6637;6632;6633;6634;4904;10992;23450;10262;8233;11066;154007;10594;10081;85437;55599;79622;83443;55954;51639	MI:0069- mass spectrometry studies of complexes; MI:0029- cosedimentation through density gradients	GO:0000398;GO:0006397;GO:0005634	mRNA splicing, via spliceosome;mRNA processing;nucleus	11.04.03;70.10	mRNA processing (splicing, 5'-, 3'-end processing);nucleus	DHX15;SF3B1;SNRPB;SNRPE;SNRPF;SNRPG;SNRPD1;SNRPD2;SNRPD3;YBX1;SF3B2;SF3B3;SF3B4;ZRSR2;SNRNP35;SNRNP48;PRPF8;PDCD7;ZCRB1;RNPC3;SNRNP25;SF3B5;ZMAT5;SF3B6	None	15146077	U12-type spliceosomes excise U12-type introns, which comprise less than 1% of all human introns.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	DBP1 DDX15;SAP155;COD SNRPB1;None;PBSCF;PBSCG;None;SNRPD1;None;NSEP1 YB1;SAP145;KIAA0017 SAP130;SAP49;U2AF1-RS2 U2AF1L2 U2AF1RS2 URP;HM1 U1SNRNPBP;C6orf151;PRPC8;;;KIAA1839 RBM40 RNP;C16orf33;SF3B10;;SAP14 SF3B14 SF3B14A	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15;Splicing factor 3B subunit 1 ;Small nuclear ribonucleoprotein-associated proteins B and B';Small nuclear ribonucleoprotein E;Small nuclear ribonucleoprotein F;Small nuclear ribonucleoprotein G;Small nuclear ribonucleoprotein Sm D1;Small nuclear ribonucleoprotein Sm D2;Small nuclear ribonucleoprotein Sm D3;Nuclease-sensitive element-binding protein 1;Splicing factor 3B subunit 2 ;Splicing factor 3B subunit 3;Splicing factor 3B subunit 4 ;U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2 ;U11/U12 small nuclear ribonucleoprotein 35 kDa protein ;U11/U12 small nuclear ribonucleoprotein 48 kDa protein ;Pre-mRNA-processing-splicing factor 8 ;Programmed cell death protein 7 ;Zinc finger CCHC-type and RNA-binding motif-containing protein 1 ;RNA-binding protein 40 ;U11/U12 small nuclear ribonucleoprotein 25 kDa protein ;Splicing factor 3B subunit 5 ;Zinc finger matrin-type protein 5 ;Splicing factor 3B subunit 6
431	MSH2-MSH6-PMS2-MLH1 complex	Human	MutS(alpha)-MutL(alpha)-heteroduplex complex	None	P40692;P43246;P52701;P54278	4292;4436;2956;5395	MI:0107- surface plasmon resonance	GO:0006281;GO:0003677;GO:0005524;GO:0006974;GO:0005634	DNA repair;DNA binding;ATP binding;cellular response to DNA damage stimulus;nucleus	10.01.05.01;16.03.01;16.19.03;32.01.09;70.10	DNA repair;DNA binding;ATP binding;DNA damage response;nucleus	MLH1;MSH2;MSH6;PMS2	None	11441019	MutS-alpha-MutL-alpha-heteroduplex complex requires DNA mismatch and ATP hydrolysis.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	COCA2;None;GTBP;PMSL2	DNA mismatch repair protein Mlh1;DNA mismatch repair protein Msh2;DNA mismatch repair protein Msh6;Mismatch repair endonuclease PMS2
432	N-NOS-CHIP-HSP70-1 complex	Human	None	None	P0DMV8;P29475;Q9UNE7	3303;4842;10273	MI:0019-coimmunoprecipitation	GO:0043161;GO:0006511;GO:0005737	proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;cytoplasm	14.13.01.01;70.03	proteasomal degradation (ubiquitin/proteasomal pathway);cytoplasm	HSPA1A;NOS1;STUB1	None	15466472	Cells for analysis were treated with lactacystin, a selective inhibitor of the proteasome. The authors found that CHIP acts to ubiquitylate nNOS and that hsp70 and hsp40 can facilitate this conjugation reaction.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	HSPA1, HSX70, HSP70-1A;None;CHIP	Heat shock 70 kDa protein 1A;Nitric oxide synthase, brain;E3 ubiquitin-protein ligase CHIP
433	BASC complex (BRCA1-associated genome surveillance complex)	Human	None	None	O60934;P35249;P35250;P35251;P38398;P40692;P43246;P49959;P52701;P54132;Q13315;Q92878	4683;5984;5982;5981;672;4292;4436;4361;2956;641;472;10111	MI:0071- molecular sieving; MI:0226- ion exchange chromatography; MI:0019- coimmunoprecipitation	GO:0006281;GO:0006974;GO:0005634	DNA repair;cellular response to DNA damage stimulus;nucleus	10.01.05.01;32.01.09;70.10	DNA repair;DNA damage response;nucleus	NBN;RFC4;RFC2;RFC1;BRCA1;MLH1;MSH2;MRE11A;MSH6;BLM;ATM;RAD50	None	10783165	The BASC complex may serve as a sensor for DNA damage.	BRCA1 is involved in breast cancer.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	NBS, NBS1, P95;None;None;RFC140;RNF53;COCA2;None;HNGS1, MRE11;GTBP;RECQ2 RECQL3;None;None	Nibrin;Replication factor C subunit 4;Replication factor C subunit 2;Replication factor C subunit 1;Breast cancer type 1 susceptibility protein;DNA mismatch repair protein Mlh1;DNA mismatch repair protein Msh2;Double-strand break repair protein MRE11A;DNA mismatch repair protein Msh6;Bloom syndrome protein;Serine-protein kinase ATM;DNA repair protein RAD50
434	BASC (Ab 80) complex (BRCA1-associated genome surveillance complex)	Human	None	None	P35249;P35250;P35251;P38398;P40692;P43246;P52701;P54132	5984;5982;5981;672;4292;4436;2956;641	MI:0007- anti tag coimmunoprecipitation	GO:0006281;GO:0006974;GO:0005634	DNA repair;cellular response to DNA damage stimulus;nucleus	10.01.05.01;32.01.09;70.10	DNA repair;DNA damage response;nucleus	RFC4;RFC2;RFC1;BRCA1;MLH1;MSH2;MSH6;BLM	None	10783165	For isolation of the BASC complex (Ab 80), polyclonal antibodies against GST-BRCA1 1021-1552 were used.	BRCA1 is involved in breast cancer.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;None;RFC140;RNF53;COCA2;None;GTBP;RECQ2 RECQL3	Replication factor C subunit 4;Replication factor C subunit 2;Replication factor C subunit 1;Breast cancer type 1 susceptibility protein;DNA mismatch repair protein Mlh1;DNA mismatch repair protein Msh2;DNA mismatch repair protein Msh6;Bloom syndrome protein
435	BASC (Ab 81) complex (BRCA1-associated genome surveillance complex)	Human	None	None	P35249;P35250;P35251;P38398;P40692;Q13315	5984;5982;5981;672;4292;472	MI:0071- molecular sieving; MI:0226- ion exchange chromatography; MI:0019- coimmunoprecipitation	GO:0006281;GO:0006974;GO:0005634	DNA repair;cellular response to DNA damage stimulus;nucleus	10.01.05.01;32.01.09;70.10	DNA repair;DNA damage response;nucleus	RFC4;RFC2;RFC1;BRCA1;MLH1;ATM	None	10783165	For isolation of the BASC complex (Ab 81), polyclonal antibodies against GST-BRCA1 1501-1861 were used.	BRCA1 is involved in breast cancer.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;None;RFC140;RNF53;COCA2;None	Replication factor C subunit 4;Replication factor C subunit 2;Replication factor C subunit 1;Breast cancer type 1 susceptibility protein;DNA mismatch repair protein Mlh1;Serine-protein kinase ATM
436	BASC (Ab C-20) complex (BRCA1-associated genome surveillance complex)	Human	None	None	P38398;P52701;Q92878	672;2956;10111	MI:0007- anti tag coimmunoprecipitation	GO:0006281;GO:0006974;GO:0005634	DNA repair;cellular response to DNA damage stimulus;nucleus	10.01.05.01;32.01.09;70.10	DNA repair;DNA damage response;nucleus	BRCA1;MSH6;RAD50	None	10783165	For isolation of the BASC complex (Ab C-20), polyclonal antibodies against the carboxy-terminal epitope of BRCA1 were used.	BRCA1 is involved in breast cancer.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	RNF53;GTBP;None	Breast cancer type 1 susceptibility protein;DNA mismatch repair protein Msh6;DNA repair protein RAD50
438	GCN5-TRRAP histone acetyltransferase complex	Human	GCN5-TRRAP-HAT complex	None	O75486;O75528;O75529;P38398;P43246;P52701;Q12962;Q16594;Q92830;Q9Y4A5	8464;10474;27097;672;4436;2956;6881;6880;2648;8295	MI:0004- affinity chromatography technologies; MI:0029- cosedimentation through density gradients	GO:0006281;GO:0006265;GO:2001141;GO:0006355;GO:0006974;GO:0051276	DNA repair;DNA topological change;regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;cellular response to DNA damage stimulus;chromosome organization	10.01.05.01;10.01.09.05;11.02.03.04;32.01.09;42.10.03	DNA repair;DNA conformation modification (e.g. chromatin);transcriptional control;DNA damage response;organization of chromosome structure	SUPT3H;TADA3;TAF5L;BRCA1;MSH2;MSH6;TAF10;TAF9;KAT2A;TRRAP	None	16260778	hGCN5/TRRAP HAT complex subclass is required for the multiple functions of BRCA1 (PMID:16260778).	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	SPT3;ADA3, TADA3L;PAF65B;RNF53;None;GTBP;TAF2A TAF2H TAFII30;TAF2G TAFII31;GCN5, GCN5L2, HGCN5;PAF400	Transcription initiation protein SPT3 homolog;Transcriptional adapter 3;TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L;Breast cancer type 1 susceptibility protein;DNA mismatch repair protein Msh2;DNA mismatch repair protein Msh6;Transcription initiation factor TFIID subunit 10;Transcription initiation factor TFIID subunit 9;Histone acetyltransferase KAT2A;Transformation/transcription domain-associated protein
441	TFTC-type histone acetyl transferase complex	Human	None	None	O60244;O75448;P03372;Q15648;Q92830;Q93074;Q9NVC6;Q9UHV7;Q9ULK4;Q9Y2X0;Q9Y4A5	9282;9862;2099;5469;2648;9968;9440;9969;9439;10025;8295	MI:0091-chromatography technologies;MI:0029-cosedimentation through density gradients;MI:0096-pull down	GO:0006265;GO:2001141;GO:0006355;GO:0023052;GO:0051276;GO:0005634;GO:0005102;GO:0016573	DNA topological change;regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;signaling;chromosome organization;nucleus;receptor binding;histone acetylation	10.01.09.05;11.02.03.04;30.01;42.10.03;70.10;16.01.01	DNA conformation modification (e.g. chromatin);transcriptional control;cellular signalling;organization of chromosome structure;nucleus;receptor binding	MED14;MED24;ESR1;MED1;KAT2A;MED12;MED17;MED13;MED23;MED16;TRRAP	None	11931763	This complex is a coactivator of estrogen receptor alpha (ERalpha).	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	ARC150, CRSP2, CXorf4, DRIP150, EXLM1, RGR1, TRAP170;ARC100, CRSP4, DRIP100, KIAA0130, THRAP4, TRAP100;ESRA, NR3A1;ARC205, CRSP1, CRSP200, DRIP205, DRIP230, PBP, PPARBP, PPARGBP, RB18A, TRAP220, TRIP2;GCN5, GCN5L2, HGCN5;TRAP230, ARC240, CAGH45, HOPA, KIAA0192, TNRC11;ARC77, CRSP6, DRIP77, DRIP80, TRAP80;TRAP240, ARC250, KIAA0593, THRAP1;ARC130, CRSP3, DRIP130, KIAA1216, SUR2, hSUR2;DRIP92, THRAP5, TRAP95;PAF400	Mediator of RNA polymerase II transcription subunit 14;Mediator of RNA polymerase II transcription subunit 24;Estrogen receptor;Mediator of RNA polymerase II transcription subunit 1;Histone acetyltransferase KAT2A;Mediator of RNA polymerase II transcription subunit 12;Mediator of RNA polymerase II transcription subunit 17;Mediator of RNA polymerase II transcription subunit 13;Mediator of RNA polymerase II transcription subunit 23;Mediator of RNA polymerase II transcription subunit 16;Transformation/transcription domain-associated protein
443	BP-SMAD complex	Human	None	None	O14867;O15198;O95452;P17980;P19447;P50539;Q13118;Q15582	571;4093;10804;5702;2071;4601;7071;7045	MI:0019- coimmunoprecipitation	GO:0045893;GO:0005634	positive regulation of transcription, DNA-templated;nucleus	11.02.03.04.01;70.10	transcription activation;nucleus	BACH1;SMAD9;GJB6;PSMC3;ERCC3;MXI1;KLF10;TGFBI	None	16101586	Homozygous knockout mice for the homeobox protein Msx1 (Hox7) die at birth exhibiting severe abnormalities limited to the craniofacial region, including a complete cleft of the secondary palate. Results suggest that the BP-SMAD complex is required for transcriptional activation of the mouse Msx1 gene.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	;MADH6 MADH9;;TBP1;XPB, XPBC;BHLHC11;TIEG TIEG1;BIGH3	Transcription regulator protein BACH1 ;Mothers against decapentaplegic homolog 9 ;Gap junction beta-6 protein ;26S protease regulatory subunit 6A;TFIIH basal transcription factor complex helicase XPB subunit;Max-interacting protein 1 ;Krueppel-like factor 10 ;Transforming growth factor-beta-induced protein ig-h3
445	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	Human	None	None	O00268;O15265;O75486;O75528;O75529;P49848;Q12962;Q15393;Q15542;Q15545;Q16514;Q16594;Q6P1X5;Q92830;Q9Y4A5;Q9Y6J9	6874;6314;8464;10474;27097;6878;6881;23450;6877;6879;6883;6880;6873;2648;8295;10629	MI:0004-affinity chromatography technologies;MI:0006-anti bait coimmunoprecipitation	GO:0006265;GO:0006352;GO:0045893;GO:0051276;GO:0005634;GO:0016573	DNA topological change;DNA-templated transcription, initiation;positive regulation of transcription, DNA-templated;chromosome organization;nucleus;histone acetylation	10.01.09.05;11.02.03.01.01;11.02.03.04.01;42.10.03;70.10	DNA conformation modification (e.g. chromatin);transcription initiation;transcription activation;organization of chromosome structure;nucleus	TAF4;ATXN7;SUPT3H;TADA3;TAF5L;TAF6;TAF10;SF3B3;TAF5;TAF7;TAF12;TAF9;TAF2;KAT2A;TRRAP;TAF6L	Three other subunits of the complex were found in the analysis, which have not been further characterized. In following publications these proteins were identified as ataxin-7, splicing factor 3B subunit 3 and PAF65A.	10373431	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	TAF2C TAF2C1 TAF4A TAFII130 TAFII135;SCA7;SPT3;ADA3, TADA3L;PAF65B;TAF2E TAFII70;TAF2A TAF2H TAFII30;KIAA0017 SAP130;TAF2D;TAF2F TAFII55;TAF15 TAF2J TAFII20;TAF2G TAFII31;CIF150 TAF2B;GCN5, GCN5L2, HGCN5;PAF400;PAF65A	Transcription initiation factor TFIID subunit 4;Ataxin-7;Transcription initiation protein SPT3 homolog;Transcriptional adapter 3;TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L;Transcription initiation factor TFIID subunit 6;Transcription initiation factor TFIID subunit 10;Splicing factor 3B subunit 3;Transcription initiation factor TFIID subunit 5;Transcription initiation factor TFIID subunit 7;Transcription initiation factor TFIID subunit 12;Transcription initiation factor TFIID subunit 9;Transcription initiation factor TFIID subunit 2;Histone acetyltransferase KAT2A;Transformation/transcription domain-associated protein;TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L
